audio_1;audio_2;label
bed/0397ecda_nohash_0.wav;happy/813b82a6_nohash_0.wav;0
bed/03c96658_nohash_0.wav;bed/19f9c115_nohash_3.wav;1
bed/03c96658_nohash_0.wav;tree/86648261_nohash_0.wav;0
bed/042186b8_nohash_0.wav;bed/01bcfc0c_nohash_0.wav;1
bed/042186b8_nohash_0.wav;down/34e8c726_nohash_0.wav;0
bed/0474c92a_nohash_1.wav;bed/1746d7b6_nohash_0.wav;1
bed/0474c92a_nohash_1.wav;left/512dc91a_nohash_1.wav;0
bed/05d18852_nohash_0.wav;bed/4c432947_nohash_0.wav;1
bed/05d18852_nohash_0.wav;wow/765ffccb_nohash_0.wav;0
bed/06076b6b_nohash_0.wav;bed/063d48cf_nohash_1.wav;1
bed/06076b6b_nohash_0.wav;five/6c6aa323_nohash_0.wav;0
bed/063d48cf_nohash_0.wav;bed/78884794_nohash_2.wav;1
bed/063d48cf_nohash_0.wav;two/0b56bcfe_nohash_0.wav;0
bed/063d48cf_nohash_1.wav;bed/229978fd_nohash_0.wav;1
bed/063d48cf_nohash_1.wav;three/016e2c6d_nohash_0.wav;0
bed/0685264e_nohash_0.wav;bed/4bb1244f_nohash_1.wav;1
bed/0685264e_nohash_0.wav;house/3fdafe25_nohash_0.wav;0
bed/07363607_nohash_0.wav;bed/6f342826_nohash_1.wav;1
bed/07363607_nohash_0.wav;on/1ecfb537_nohash_2.wav;0
bed/09bcdc9d_nohash_0.wav;bed/834f03fe_nohash_0.wav;1
bed/09bcdc9d_nohash_0.wav;go/686d030b_nohash_3.wav;0
bed/09bcdc9d_nohash_1.wav;bed/3c8dc702_nohash_0.wav;1
bed/09bcdc9d_nohash_1.wav;right/6a700f9d_nohash_0.wav;0
bed/09ddc105_nohash_0.wav;bed/2039b9c1_nohash_0.wav;1
bed/09ddc105_nohash_0.wav;six/15f04ff8_nohash_0.wav;0
bed/09ddc105_nohash_1.wav;bed/551e42e8_nohash_0.wav;1
bed/09ddc105_nohash_1.wav;three/10ace7eb_nohash_2.wav;0
bed/0a7c2a8d_nohash_0.wav;bed/00176480_nohash_0.wav;1
bed/0a7c2a8d_nohash_0.wav;nine/3c257192_nohash_0.wav;0
bed/0b56bcfe_nohash_0.wav;bed/6a014b29_nohash_0.wav;1
bed/0b56bcfe_nohash_0.wav;house/77655bdf_nohash_0.wav;0
bed/0b77ee66_nohash_0.wav;bed/35c8fa78_nohash_1.wav;1
bed/0b77ee66_nohash_0.wav;stop/6c429c7b_nohash_2.wav;0
bed/0b77ee66_nohash_1.wav;bed/28612180_nohash_1.wav;1
bed/0b77ee66_nohash_1.wav;stop/686d030b_nohash_3.wav;0
bed/0b77ee66_nohash_2.wav;bed/15c563d7_nohash_0.wav;1
bed/0b77ee66_nohash_2.wav;bird/422f8cf1_nohash_0.wav;0
bed/0bde966a_nohash_0.wav;bed/54412eae_nohash_0.wav;1
bed/0bde966a_nohash_0.wav;six/0132a06d_nohash_4.wav;0
bed/0bde966a_nohash_1.wav;bed/772db621_nohash_1.wav;1
bed/0bde966a_nohash_1.wav;stop/6414258b_nohash_0.wav;0
bed/0c2ca723_nohash_0.wav;bed/0c2ca723_nohash_1.wav;1
bed/0c2ca723_nohash_0.wav;tree/3ea77ede_nohash_0.wav;0
bed/0c2ca723_nohash_1.wav;bed/86648261_nohash_1.wav;1
bed/0c2ca723_nohash_1.wav;five/1ecfb537_nohash_3.wav;0
bed/0c2d2ffa_nohash_0.wav;bed/61a9f72a_nohash_0.wav;1
bed/0c2d2ffa_nohash_0.wav;wow/39543cfd_nohash_0.wav;0
bed/0d2bcf9d_nohash_0.wav;bed/682e1687_nohash_0.wav;1
bed/0d2bcf9d_nohash_0.wav;five/2aec99ec_nohash_0.wav;0
bed/0d2bcf9d_nohash_1.wav;bed/26e9ae6b_nohash_1.wav;1
bed/0d2bcf9d_nohash_1.wav;five/4ec7d027_nohash_0.wav;0
bed/0d393936_nohash_0.wav;bed/5a3712c9_nohash_0.wav;1
bed/0d393936_nohash_0.wav;eight/0397ecda_nohash_0.wav;0
bed/0e5193e6_nohash_0.wav;bed/004ae714_nohash_0.wav;1
bed/0e5193e6_nohash_0.wav;marvin/531a5b8a_nohash_0.wav;0
bed/0f7dc557_nohash_0.wav;bed/8c4854bc_nohash_2.wav;1
bed/0f7dc557_nohash_0.wav;cat/24ed94ab_nohash_1.wav;0
bed/10467b06_nohash_0.wav;bed/652b3da7_nohash_3.wav;1
bed/10467b06_nohash_0.wav;marvin/85b877b5_nohash_0.wav;0
bed/10627519_nohash_0.wav;bed/172dc2b0_nohash_0.wav;1
bed/10627519_nohash_0.wav;house/5efb758c_nohash_0.wav;0
bed/106a6183_nohash_0.wav;bed/815f0f03_nohash_0.wav;1
bed/106a6183_nohash_0.wav;five/38c388bc_nohash_0.wav;0
bed/10ace7eb_nohash_0.wav;bed/19f9c115_nohash_1.wav;1
bed/10ace7eb_nohash_0.wav;eight/53eb0a88_nohash_0.wav;0
bed/10c6d873_nohash_0.wav;bed/7303215d_nohash_0.wav;1
bed/10c6d873_nohash_0.wav;zero/4d9e07cf_nohash_0.wav;0
bed/11321027_nohash_0.wav;bed/2c6446f7_nohash_0.wav;1
bed/11321027_nohash_0.wav;nine/0474c92a_nohash_1.wav;0
bed/118261a9_nohash_0.wav;bed/611d2b50_nohash_0.wav;1
bed/118261a9_nohash_0.wav;dog/69f609ec_nohash_1.wav;0
bed/118261a9_nohash_2.wav;bed/09bcdc9d_nohash_1.wav;1
bed/118261a9_nohash_2.wav;on/06076b6b_nohash_2.wav;0
bed/11a022ba_nohash_0.wav;bed/837f7378_nohash_0.wav;1
bed/11a022ba_nohash_0.wav;sheila/25132942_nohash_0.wav;0
bed/122c5aa7_nohash_0.wav;bed/8c7c9168_nohash_0.wav;1
bed/122c5aa7_nohash_0.wav;three/48e8b82a_nohash_0.wav;0
bed/12529547_nohash_0.wav;bed/747e69fd_nohash_0.wav;1
bed/12529547_nohash_0.wav;no/611d2b50_nohash_2.wav;0
bed/126a31d2_nohash_0.wav;bed/215699ff_nohash_0.wav;1
bed/126a31d2_nohash_0.wav;eight/6a861f21_nohash_0.wav;0
bed/13199b79_nohash_0.wav;bed/6e2ef3d5_nohash_0.wav;1
bed/13199b79_nohash_0.wav;four/377e916b_nohash_1.wav;0
bed/1365dd89_nohash_0.wav;bed/50a8ef27_nohash_0.wav;1
bed/1365dd89_nohash_0.wav;off/45adf84a_nohash_2.wav;0
bed/1365dd89_nohash_1.wav;bed/1e4064b8_nohash_1.wav;1
bed/1365dd89_nohash_1.wav;down/651d108f_nohash_2.wav;0
bed/146d97db_nohash_0.wav;bed/1365dd89_nohash_0.wav;1
bed/146d97db_nohash_0.wav;no/0f7dc557_nohash_0.wav;0
bed/14872d06_nohash_0.wav;bed/72aa7259_nohash_0.wav;1
bed/14872d06_nohash_0.wav;yes/09bcdc9d_nohash_2.wav;0
bed/14872d06_nohash_1.wav;bed/460f2bad_nohash_0.wav;1
bed/14872d06_nohash_1.wav;five/079d1020_nohash_0.wav;0
bed/14df1e28_nohash_0.wav;bed/7081436f_nohash_0.wav;1
bed/14df1e28_nohash_0.wav;six/03c96658_nohash_0.wav;0
bed/15b0c947_nohash_0.wav;bed/6a203e0e_nohash_1.wav;1
bed/15b0c947_nohash_0.wav;up/1cec8d71_nohash_1.wav;0
bed/15c371c7_nohash_0.wav;bed/8ea22de7_nohash_0.wav;1
bed/15c371c7_nohash_0.wav;three/15c563d7_nohash_4.wav;0
bed/15c563d7_nohash_0.wav;bed/3efa7ec4_nohash_0.wav;1
bed/15c563d7_nohash_0.wav;stop/234ab0fb_nohash_0.wav;0
bed/15d83b54_nohash_0.wav;bed/6e2ef3d5_nohash_1.wav;1
bed/15d83b54_nohash_0.wav;six/13199b79_nohash_2.wav;0
bed/15d83b54_nohash_1.wav;bed/84bf12ff_nohash_0.wav;1
bed/15d83b54_nohash_1.wav;three/1afd49bf_nohash_0.wav;0
bed/15f04ff8_nohash_0.wav;bed/1993db46_nohash_0.wav;1
bed/15f04ff8_nohash_0.wav;cat/2151b09a_nohash_2.wav;0
bed/161fcca8_nohash_1.wav;bed/83f9c4ab_nohash_0.wav;1
bed/161fcca8_nohash_1.wav;house/7c9b43f0_nohash_0.wav;0
bed/1706c35f_nohash_0.wav;bed/3402e488_nohash_0.wav;1
bed/1706c35f_nohash_0.wav;left/51055bda_nohash_1.wav;0
bed/1706c35f_nohash_1.wav;bed/86648261_nohash_0.wav;1
bed/1706c35f_nohash_1.wav;tree/1c3f50ad_nohash_0.wav;0
bed/1706c35f_nohash_2.wav;bed/02746d24_nohash_0.wav;1
bed/1706c35f_nohash_2.wav;five/19e98e89_nohash_0.wav;0
bed/1706c35f_nohash_3.wav;bed/43f57297_nohash_1.wav;1
bed/1706c35f_nohash_3.wav;left/2b3f509b_nohash_1.wav;0
bed/172dc2b0_nohash_0.wav;bed/6a1908f8_nohash_0.wav;1
bed/172dc2b0_nohash_0.wav;marvin/0b40aa8e_nohash_0.wav;0
bed/172dc2b0_nohash_1.wav;bed/3ed3e49a_nohash_0.wav;1
bed/172dc2b0_nohash_1.wav;three/3b852f6f_nohash_0.wav;0
bed/172dc2b0_nohash_2.wav;bed/7cf14c54_nohash_0.wav;1
bed/172dc2b0_nohash_2.wav;three/48a9f771_nohash_0.wav;0
bed/1746d7b6_nohash_0.wav;bed/7d149b38_nohash_0.wav;1
bed/1746d7b6_nohash_0.wav;go/57b68383_nohash_0.wav;0
bed/17c94b23_nohash_0.wav;bed/1706c35f_nohash_2.wav;1
bed/17c94b23_nohash_0.wav;off/3c257192_nohash_4.wav;0
bed/17cc40ee_nohash_0.wav;bed/3a7d8872_nohash_0.wav;1
bed/17cc40ee_nohash_0.wav;dog/3a33d3a4_nohash_2.wav;0
bed/187af8be_nohash_0.wav;bed/6d1dcca6_nohash_0.wav;1
bed/187af8be_nohash_0.wav;up/3ea77ede_nohash_0.wav;0
bed/1890e5c3_nohash_0.wav;bed/27b03931_nohash_0.wav;1
bed/1890e5c3_nohash_0.wav;yes/24c9f572_nohash_1.wav;0
bed/18a8f03f_nohash_0.wav;bed/6e2ef3d5_nohash_0.wav;1
bed/18a8f03f_nohash_0.wav;go/39a6b995_nohash_1.wav;0
bed/18a8f03f_nohash_1.wav;bed/118261a9_nohash_0.wav;1
bed/18a8f03f_nohash_1.wav;eight/3e31dffe_nohash_3.wav;0
bed/18a8f03f_nohash_2.wav;bed/413997c1_nohash_0.wav;1
bed/18a8f03f_nohash_2.wav;right/6a014b29_nohash_0.wav;0
bed/18c54a68_nohash_0.wav;bed/1afd49bf_nohash_0.wav;1
bed/18c54a68_nohash_0.wav;no/3d53244b_nohash_3.wav;0
bed/18c54a68_nohash_1.wav;bed/617de221_nohash_0.wav;1
bed/18c54a68_nohash_1.wav;left/0132a06d_nohash_2.wav;0
bed/18c54a68_nohash_2.wav;bed/6c968bd9_nohash_0.wav;1
bed/18c54a68_nohash_2.wav;happy/857366dd_nohash_0.wav;0
bed/18c54a68_nohash_3.wav;bed/1c45ceb2_nohash_0.wav;1
bed/18c54a68_nohash_3.wav;five/27b03931_nohash_1.wav;0
bed/18c54a68_nohash_4.wav;bed/57b38f48_nohash_1.wav;1
bed/18c54a68_nohash_4.wav;sheila/3a789a0d_nohash_0.wav;0
bed/19785c4e_nohash_2.wav;bed/15c563d7_nohash_0.wav;1
bed/19785c4e_nohash_2.wav;four/40115b19_nohash_0.wav;0
bed/1993db46_nohash_0.wav;bed/11a022ba_nohash_0.wav;1
bed/1993db46_nohash_0.wav;marvin/7846fd85_nohash_0.wav;0
bed/1995cf9e_nohash_0.wav;bed/1e412fac_nohash_0.wav;1
bed/1995cf9e_nohash_0.wav;cat/3eb8764c_nohash_0.wav;0
bed/19f9c115_nohash_0.wav;bed/063d48cf_nohash_0.wav;1
bed/19f9c115_nohash_0.wav;five/1ecfb537_nohash_3.wav;0
bed/19f9c115_nohash_1.wav;bed/18c54a68_nohash_3.wav;1
bed/19f9c115_nohash_1.wav;house/1bb574f9_nohash_2.wav;0
bed/19f9c115_nohash_2.wav;bed/2c6446f7_nohash_0.wav;1
bed/19f9c115_nohash_2.wav;up/229978fd_nohash_3.wav;0
bed/19f9c115_nohash_3.wav;bed/6f342826_nohash_0.wav;1
bed/19f9c115_nohash_3.wav;off/1ecfb537_nohash_3.wav;0
bed/1a673010_nohash_0.wav;bed/25c14394_nohash_1.wav;1
bed/1a673010_nohash_0.wav;off/211ccd2e_nohash_0.wav;0
bed/1a6eca98_nohash_0.wav;bed/3efa7ec4_nohash_2.wav;1
bed/1a6eca98_nohash_0.wav;cat/28612180_nohash_0.wav;0
bed/1a6eca98_nohash_1.wav;bed/7c9b43f0_nohash_0.wav;1
bed/1a6eca98_nohash_1.wav;happy/65040d9b_nohash_0.wav;0
bed/1a892463_nohash_0.wav;bed/68effe85_nohash_0.wav;1
bed/1a892463_nohash_0.wav;go/11099149_nohash_1.wav;0
bed/1afd49bf_nohash_0.wav;bed/2aec99ec_nohash_0.wav;1
bed/1afd49bf_nohash_0.wav;sheila/6ef76186_nohash_1.wav;0
bed/1afd49bf_nohash_1.wav;bed/76e53db9_nohash_0.wav;1
bed/1afd49bf_nohash_1.wav;down/28e47b1a_nohash_3.wav;0
bed/1b459024_nohash_0.wav;bed/34263ab3_nohash_2.wav;1
bed/1b459024_nohash_0.wav;cat/5af0ca83_nohash_0.wav;0
bed/1b63157b_nohash_0.wav;bed/126a31d2_nohash_0.wav;1
bed/1b63157b_nohash_0.wav;one/15c563d7_nohash_3.wav;0
bed/1b755c65_nohash_0.wav;bed/5a0bc987_nohash_0.wav;1
bed/1b755c65_nohash_0.wav;eight/122c5aa7_nohash_1.wav;0
bed/1b755c65_nohash_1.wav;bed/7b301939_nohash_0.wav;1
bed/1b755c65_nohash_1.wav;four/462e1919_nohash_0.wav;0
bed/1bb6ed89_nohash_0.wav;bed/365531e2_nohash_0.wav;1
bed/1bb6ed89_nohash_0.wav;nine/023808be_nohash_0.wav;0
bed/1bb6ed89_nohash_1.wav;bed/7a5530c9_nohash_0.wav;1
bed/1bb6ed89_nohash_1.wav;off/3da7f617_nohash_0.wav;0
bed/1c3f50ad_nohash_0.wav;bed/8a0457c9_nohash_1.wav;1
bed/1c3f50ad_nohash_0.wav;no/38d78313_nohash_2.wav;0
bed/1c45ceb2_nohash_0.wav;bed/55d3725a_nohash_0.wav;1
bed/1c45ceb2_nohash_0.wav;eight/53578f4e_nohash_1.wav;0
bed/1c6e5447_nohash_0.wav;bed/1365dd89_nohash_1.wav;1
bed/1c6e5447_nohash_0.wav;six/15c563d7_nohash_4.wav;0
bed/1cbcc7a7_nohash_0.wav;bed/18c54a68_nohash_3.wav;1
bed/1cbcc7a7_nohash_0.wav;eight/6c429c7b_nohash_4.wav;0
bed/1d1fe0a0_nohash_0.wav;bed/118261a9_nohash_2.wav;1
bed/1d1fe0a0_nohash_0.wav;tree/8d9cc260_nohash_2.wav;0
bed/1df483c0_nohash_0.wav;bed/651d108f_nohash_0.wav;1
bed/1df483c0_nohash_0.wav;zero/4a803e67_nohash_0.wav;0
bed/1df99a8a_nohash_0.wav;bed/40115b19_nohash_0.wav;1
bed/1df99a8a_nohash_0.wav;go/462e1919_nohash_0.wav;0
bed/1df99a8a_nohash_1.wav;bed/62ef962d_nohash_1.wav;1
bed/1df99a8a_nohash_1.wav;right/26e9ae6b_nohash_1.wav;0
bed/1e4064b8_nohash_0.wav;bed/14872d06_nohash_1.wav;1
bed/1e4064b8_nohash_0.wav;on/611d2b50_nohash_1.wav;0
bed/1e4064b8_nohash_1.wav;bed/8830e17f_nohash_0.wav;1
bed/1e4064b8_nohash_1.wav;off/333784b7_nohash_4.wav;0
bed/1e412fac_nohash_0.wav;bed/325a0c39_nohash_0.wav;1
bed/1e412fac_nohash_0.wav;sheila/19785c4e_nohash_1.wav;0
bed/1ecfb537_nohash_0.wav;bed/2039b9c1_nohash_0.wav;1
bed/1ecfb537_nohash_0.wav;down/3b852f6f_nohash_0.wav;0
bed/1ed557b9_nohash_0.wav;bed/6414258b_nohash_1.wav;1
bed/1ed557b9_nohash_0.wav;house/48a9f771_nohash_1.wav;0
bed/1ffd513b_nohash_0.wav;bed/4bb1244f_nohash_1.wav;1
bed/1ffd513b_nohash_0.wav;down/44b5720d_nohash_0.wav;0
bed/20174140_nohash_0.wav;bed/48a9f771_nohash_1.wav;1
bed/20174140_nohash_0.wav;three/23abe1c9_nohash_0.wav;0
bed/2039b9c1_nohash_0.wav;bed/4abb2400_nohash_1.wav;1
bed/2039b9c1_nohash_0.wav;cat/14587ff0_nohash_0.wav;0
bed/21307344_nohash_0.wav;bed/5a3712c9_nohash_0.wav;1
bed/21307344_nohash_0.wav;zero/656e8bb3_nohash_0.wav;0
bed/215699ff_nohash_0.wav;bed/27b03931_nohash_0.wav;1
bed/215699ff_nohash_0.wav;left/3d3ddaf8_nohash_0.wav;0
bed/215699ff_nohash_1.wav;bed/7a5530c9_nohash_1.wav;1
bed/215699ff_nohash_1.wav;cat/4a1e736b_nohash_0.wav;0
bed/21cbe292_nohash_0.wav;bed/00176480_nohash_0.wav;1
bed/21cbe292_nohash_0.wav;seven/3d53244b_nohash_3.wav;0
bed/21e8c417_nohash_0.wav;bed/7303215d_nohash_0.wav;1
bed/21e8c417_nohash_0.wav;one/6a700f9d_nohash_0.wav;0
bed/229978fd_nohash_0.wav;bed/39c13eed_nohash_0.wav;1
bed/229978fd_nohash_0.wav;two/377e916b_nohash_1.wav;0
bed/234ab0fb_nohash_0.wav;bed/650daf8e_nohash_2.wav;1
bed/234ab0fb_nohash_0.wav;seven/5c39594f_nohash_0.wav;0
bed/238c112c_nohash_0.wav;bed/5d9bb361_nohash_1.wav;1
bed/238c112c_nohash_0.wav;off/24befdb3_nohash_1.wav;0
bed/23abe1c9_nohash_0.wav;bed/6727b579_nohash_0.wav;1
bed/23abe1c9_nohash_0.wav;zero/28460a60_nohash_1.wav;0
bed/24befdb3_nohash_0.wav;bed/81a345a3_nohash_0.wav;1
bed/24befdb3_nohash_0.wav;up/49af4432_nohash_1.wav;0
bed/24ed94ab_nohash_0.wav;bed/78884794_nohash_1.wav;1
bed/24ed94ab_nohash_0.wav;eight/106a6183_nohash_2.wav;0
bed/24ed94ab_nohash_1.wav;bed/73dda36a_nohash_0.wav;1
bed/24ed94ab_nohash_1.wav;six/1d1fe0a0_nohash_1.wav;0
bed/25040e85_nohash_0.wav;bed/7303215d_nohash_0.wav;1
bed/25040e85_nohash_0.wav;right/53fd1780_nohash_0.wav;0
bed/2510c044_nohash_0.wav;bed/8c4854bc_nohash_1.wav;1
bed/2510c044_nohash_0.wav;go/01d22d03_nohash_1.wav;0
bed/25132942_nohash_0.wav;bed/88e90bc1_nohash_0.wav;1
bed/25132942_nohash_0.wav;wow/3b852f6f_nohash_0.wav;0
bed/2589f361_nohash_0.wav;bed/3389305e_nohash_0.wav;1
bed/2589f361_nohash_0.wav;seven/24befdb3_nohash_4.wav;0
bed/25c14394_nohash_0.wav;bed/5e033479_nohash_0.wav;1
bed/25c14394_nohash_0.wav;bird/53578f4e_nohash_1.wav;0
bed/25c14394_nohash_1.wav;bed/53fd1780_nohash_0.wav;1
bed/25c14394_nohash_1.wav;up/0685264e_nohash_0.wav;0
bed/26e9ae6b_nohash_0.wav;bed/1995cf9e_nohash_0.wav;1
bed/26e9ae6b_nohash_0.wav;up/638548d5_nohash_1.wav;0
bed/26e9ae6b_nohash_1.wav;bed/3d53244b_nohash_0.wav;1
bed/26e9ae6b_nohash_1.wav;no/0397ecda_nohash_0.wav;0
bed/270bfa52_nohash_0.wav;bed/53fd1780_nohash_0.wav;1
bed/270bfa52_nohash_0.wav;off/01bb6a2a_nohash_3.wav;0
bed/27b03931_nohash_0.wav;bed/00f0204f_nohash_0.wav;1
bed/27b03931_nohash_0.wav;five/23abe1c9_nohash_1.wav;0
bed/28460a60_nohash_0.wav;bed/2b3f509b_nohash_0.wav;1
bed/28460a60_nohash_0.wav;down/274c008f_nohash_0.wav;0
bed/28612180_nohash_0.wav;bed/77def3ee_nohash_1.wav;1
bed/28612180_nohash_0.wav;three/44f68a83_nohash_1.wav;0
bed/28612180_nohash_1.wav;bed/1bb6ed89_nohash_0.wav;1
bed/28612180_nohash_1.wav;nine/686d030b_nohash_3.wav;0
bed/28612180_nohash_2.wav;bed/78884794_nohash_2.wav;1
bed/28612180_nohash_2.wav;cat/363c6bad_nohash_0.wav;0
bed/28ce0c58_nohash_0.wav;bed/87014d40_nohash_0.wav;1
bed/28ce0c58_nohash_0.wav;five/1a892463_nohash_1.wav;0
bed/28e47b1a_nohash_0.wav;bed/64da5281_nohash_1.wav;1
bed/28e47b1a_nohash_0.wav;two/122c5aa7_nohash_1.wav;0
bed/2a0b413e_nohash_0.wav;bed/72aa7259_nohash_0.wav;1
bed/2a0b413e_nohash_0.wav;one/1aeef15e_nohash_0.wav;0
bed/2aec99ec_nohash_0.wav;bed/857366dd_nohash_1.wav;1
bed/2aec99ec_nohash_0.wav;up/44f68a83_nohash_3.wav;0
bed/2aec99ec_nohash_1.wav;bed/74b73f88_nohash_0.wav;1
bed/2aec99ec_nohash_1.wav;seven/408de0a4_nohash_1.wav;0
bed/2b3f509b_nohash_0.wav;bed/8a744054_nohash_0.wav;1
bed/2b3f509b_nohash_0.wav;yes/106a6183_nohash_2.wav;0
bed/2bfe70ef_nohash_0.wav;bed/1afd49bf_nohash_1.wav;1
bed/2bfe70ef_nohash_0.wav;cat/7e556a2c_nohash_0.wav;0
bed/2c6446f7_nohash_0.wav;bed/3ab9ba07_nohash_0.wav;1
bed/2c6446f7_nohash_0.wav;house/1bb574f9_nohash_0.wav;0
bed/2c7c33e8_nohash_0.wav;bed/3ed3e49a_nohash_2.wav;1
bed/2c7c33e8_nohash_0.wav;go/17c94b23_nohash_1.wav;0
bed/2da58b32_nohash_0.wav;bed/365531e2_nohash_0.wav;1
bed/2da58b32_nohash_0.wav;cat/257251e0_nohash_0.wav;0
bed/30065f33_nohash_1.wav;bed/7a5530c9_nohash_1.wav;1
bed/30065f33_nohash_1.wav;down/3ec05c3d_nohash_0.wav;0
bed/30137d34_nohash_0.wav;bed/723efc4c_nohash_0.wav;1
bed/30137d34_nohash_0.wav;four/617de221_nohash_1.wav;0
bed/311fde72_nohash_0.wav;bed/1c45ceb2_nohash_0.wav;1
bed/311fde72_nohash_0.wav;wow/187af8be_nohash_1.wav;0
bed/31270cb2_nohash_0.wav;bed/118261a9_nohash_2.wav;1
bed/31270cb2_nohash_0.wav;house/651d108f_nohash_0.wav;0
bed/31270cb2_nohash_1.wav;bed/6ceeb9aa_nohash_1.wav;1
bed/31270cb2_nohash_1.wav;down/3565ca83_nohash_0.wav;0
bed/31583d30_nohash_0.wav;bed/8281a2a8_nohash_0.wav;1
bed/31583d30_nohash_0.wav;house/721f767c_nohash_0.wav;0
bed/31583d30_nohash_1.wav;bed/28ce0c58_nohash_0.wav;1
bed/31583d30_nohash_1.wav;no/3ec05c3d_nohash_0.wav;0
bed/3209ec42_nohash_1.wav;bed/5af0ca83_nohash_0.wav;1
bed/3209ec42_nohash_1.wav;house/65c73b55_nohash_2.wav;0
bed/325a0c39_nohash_0.wav;bed/6414258b_nohash_1.wav;1
bed/325a0c39_nohash_0.wav;two/5af0ca83_nohash_1.wav;0
bed/333784b7_nohash_0.wav;bed/7b301939_nohash_0.wav;1
bed/333784b7_nohash_0.wav;zero/49af4432_nohash_4.wav;0
bed/3389305e_nohash_0.wav;bed/5efb758c_nohash_0.wav;1
bed/3389305e_nohash_0.wav;down/340c8b10_nohash_1.wav;0
bed/3402e488_nohash_0.wav;bed/1e412fac_nohash_0.wav;1
bed/3402e488_nohash_0.wav;wow/5f47fdf9_nohash_3.wav;0
bed/34263ab3_nohash_0.wav;bed/13199b79_nohash_0.wav;1
bed/34263ab3_nohash_0.wav;cat/8aa35b0c_nohash_3.wav;0
bed/34263ab3_nohash_1.wav;bed/89f3ab7d_nohash_0.wav;1
bed/34263ab3_nohash_1.wav;two/118261a9_nohash_0.wav;0
bed/34263ab3_nohash_2.wav;bed/72aa7259_nohash_0.wav;1
bed/34263ab3_nohash_2.wav;two/5165cf0a_nohash_0.wav;0
bed/34ba417a_nohash_0.wav;bed/2da58b32_nohash_0.wav;1
bed/34ba417a_nohash_0.wav;house/1c3f50ad_nohash_0.wav;0
bed/34ba417a_nohash_1.wav;bed/5f8e50a0_nohash_0.wav;1
bed/34ba417a_nohash_1.wav;two/39a12648_nohash_1.wav;0
bed/34ba417a_nohash_2.wav;bed/0685264e_nohash_0.wav;1
bed/34ba417a_nohash_2.wav;dog/7fa5fa1f_nohash_1.wav;0
bed/34e8c726_nohash_0.wav;bed/3b852f6f_nohash_0.wav;1
bed/34e8c726_nohash_0.wav;down/2da58b32_nohash_1.wav;0
bed/34e8c726_nohash_1.wav;bed/3c257192_nohash_0.wav;1
bed/34e8c726_nohash_1.wav;two/1a6eca98_nohash_1.wav;0
bed/3565ca83_nohash_0.wav;bed/8c7c9168_nohash_0.wav;1
